Freq.	V(out)
1.41253754462272e+07	(-4.34179963126931e+00dB,-1.63985921381882e+02°)
1.44543977074590e+07	(-4.66760281569395e+00dB,-1.65126239329184e+02°)
1.47910838816818e+07	(-4.99576876475498e+00dB,-1.66274323561488e+02°)
1.51356124843618e+07	(-5.32629838179979e+00dB,-1.67429996848089e+02°)
1.54881661891245e+07	(-5.65919113218856e+00dB,-1.68593074842021e+02°)
1.58489319246108e+07	(-5.99444496324083e+00dB,-1.69763365759790e+02°)
1.62181009735889e+07	(-6.33205621905474e+00dB,-1.70940670077361e+02°)
1.65958690743752e+07	(-6.67201955062584e+00dB,-1.72124780245703e+02°)
1.69824365246171e+07	(-7.01432782174579e+00dB,-1.73315480428878e+02°)
1.73780082874934e+07	(-7.35897201120678e+00dB,-1.74512546267357e+02°)
1.77827941003888e+07	(-7.70594111187615e+00dB,-1.75715744668928e+02°)
1.81970085860994e+07	(-8.05522202723635e+00dB,-1.76924833629274e+02°)
1.86208713666283e+07	(-8.40679946601074e+00dB,-1.78139562083973e+02°)
1.90546071796321e+07	(-8.76065583551432e+00dB,-1.79359669793435e+02°)
1.94984459975800e+07	(-9.11677113438332e+00dB,1.79415112737985e+02°)
1.99526231496884e+07	(-9.47512284534796e+00dB,1.78185064307654e+02°)
2.04173794466948e+07	(-9.83568582872144e+00dB,1.76950473024260e+02°)
2.08929613085399e+07	(-1.01984322172837e+01dB,1.75711636280654e+02°)
2.13796208950219e+07	(-1.05633313132448e+01dB,1.74468860689354e+02°)
2.18776162394950e+07	(-1.09303494879786e+01dB,1.73222461980251e+02°)
2.23872113856829e+07	(-1.12994500852226e+01dB,1.71972764860104e+02°)
2.29086765276772e+07	(-1.16705933284480e+01dB,1.70720102833493e+02°)
2.34422881531987e+07	(-1.20437362331118e+01dB,1.69464817984920e+02°)
2.39883291901944e+07	(-1.24188325245129e+01dB,1.68207260721811e+02°)
2.45470891568498e+07	(-1.27958325619835e+01dB,1.66947789478170e+02°)
2.51188643150952e+07	(-1.31746832701572e+01dB,1.65686770378723e+02°)
2.57039578276881e+07	(-1.35553280780680e+01dB,1.64424576863409e+02°)
2.63026799189532e+07	(-1.39377068668391e+01dB,1.63161589272159e+02°)
2.69153480392686e+07	(-1.43217559267301e+01dB,1.61898194389988e+02°)
2.75422870333811e+07	(-1.47074079243119e+01dB,1.60634784952541e+02°)
2.81838293126439e+07	(-1.50945918805378e+01dB,1.59371759112357e+02°)
2.88403150312654e+07	(-1.54832331604695e+01dB,1.58109519866289e+02°)
2.95120922666632e+07	(-1.58732534754044e+01dB,1.56848474444702e+02°)
3.01995172040195e+07	(-1.62645708981233e+01dB,1.55589033663244e+02°)
3.09029543251352e+07	(-1.66570998919473e+01dB,1.54331611238279e+02°)
3.16227766016831e+07	(-1.70507513542480e+01dB,1.53076623067228e+02°)
3.23593656929621e+07	(-1.74454326750017e+01dB,1.51824486475396e+02°)
3.31131121482584e+07	(-1.78410478109125e+01dB,1.50575619431071e+02°)
3.38844156139195e+07	(-1.82374973755513e+01dB,1.49330439730972e+02°)
3.46736850452524e+07	(-1.86346787458716e+01dB,1.48089364158373e+02°)
3.54813389233568e+07	(-1.90324861853604e+01dB,1.46852807616499e+02°)
3.63078054770093e+07	(-1.94308109839747e+01dB,1.45621182240008e+02°)
3.71535229097164e+07	(-1.98295416148932e+01dB,1.44394896487633e+02°)
3.80189396320553e+07	(-2.02285639079837e+01dB,1.43174354219239e+02°)
3.89045144994272e+07	(-2.06277612397531e+01dB,1.41959953760763e+02°)
3.98107170553488e+07	(-2.10270147394028e+01dB,1.40752086960643e+02°)
4.07380277804104e+07	(-2.14262035104666e+01dB,1.39551138241527e+02°)
4.16869383470326e+07	(-2.18252048673636e+01dB,1.38357483651110e+02°)
4.26579518801583e+07	(-2.22238945860445e+01dB,1.37171489916115e+02°)
4.36515832240156e+07	(-2.26221471677662e+01dB,1.35993513503437e+02°)
4.46683592150953e+07	(-2.30198361148859e+01dB,1.34823899692566e+02°)
4.57088189614865e+07	(-2.34168342174247e+01dB,1.33662981663414e+02°)
4.67735141287188e+07	(-2.38130138490239e+01dB,1.32511079603691e+02°)
4.78630092322628e+07	(-2.42082472707919e+01dB,1.31368499839957e+02°)
4.89778819368435e+07	(-2.46024069414318e+01dB,1.30235533996467e+02°)
5.01187233627261e+07	(-2.49953658319408e+01dB,1.29112458185883e+02°)
5.12861383991353e+07	(-2.53869977430895e+01dB,1.27999532235865e+02°)
5.24807460249761e+07	(-2.57771776238204e+01dB,1.26896998955488e+02°)
5.37031796370241e+07	(-2.61657818886568e+01dB,1.25805083445360e+02°)
5.49540873857612e+07	(-2.65526887321756e+01dB,1.24723992455160e+02°)
5.62341325190336e+07	(-2.69377784385865e+01dB,1.23653913792259e+02°)
5.75439937337144e+07	(-2.73209336844629e+01dB,1.22595015784869e+02°)
5.88843655355576e+07	(-2.77020398326926e+01dB,1.21547446803027e+02°)
6.02559586074344e+07	(-2.80809852157604e+01dB,1.20511334840510e+02°)
6.16595001861468e+07	(-2.84576614065364e+01dB,1.19486787160526e+02°)
6.30957344480179e+07	(-2.88319634748226e+01dB,1.18473890007781e+02°)
6.45654229034641e+07	(-2.92037902280117e+01dB,1.17472708389191e+02°)
6.60693448007581e+07	(-2.95730444343238e+01dB,1.16483285925188e+02°)
6.76082975391967e+07	(-2.99396330272205e+01dB,1.15505644773193e+02°)
6.91830970918921e+07	(-3.03034672897388e+01dB,1.14539785624402e+02°)
7.07945784384122e+07	(-3.06644630176463e+01dB,1.13585687774623e+02°)
7.24435960074974e+07	(-3.10225406604874e+01dB,1.12643309269384e+02°)
7.41310241300901e+07	(-3.13776254397675e+01dB,1.11712587123095e+02°)
7.58577575029167e+07	(-3.17296474437059e+01dB,1.10793437611493e+02°)
7.76247116628674e+07	(-3.20785416981779e+01dB,1.09885756636089e+02°)
7.94328234724264e+07	(-3.24242482136579e+01dB,1.08989420158824e+02°)
8.12830516164081e+07	(-3.27667120081639e+01dB,1.08104284704597e+02°)
8.31763771102652e+07	(-3.31058831063959e+01dB,1.07230187928835e+02°)
8.51138038202357e+07	(-3.34417165154436e+01dB,1.06366949246802e+02°)
8.70963589956061e+07	(-3.37741721776170e+01dB,1.05514370520848e+02°)
8.91250938133725e+07	(-3.41032149011217e+01dB,1.04672236801438e+02°)
9.12010839355889e+07	(-3.44288142694637e+01dB,1.03840317117403e+02°)
9.33254300796970e+07	(-3.47509445306092e+01dB,1.03018365310544e+02°)
9.54992586021414e+07	(-3.50695844670645e+01dB,1.02206120909475e+02°)
9.77237220955788e+07	(-3.53847172481573e+01dB,1.01403310037407e+02°)
1.00000000000000e+08	(-3.56963302659022e+01dB,1.00609646348437e+02°)
